0.5,0,1,-0.5
0.5,0,1,-0.5
0.5,0,1,-0.5
0.5,0,1,-0.5
0.5,0,1,-0.5
0.5,0,1,-0.5
0.5,0,1,-0.5
0.5,0,1,-0.5
0.5,0,1,-0.5
0.5,0,1,-0.5
0.5,0,1,-0.5
0.5,0,1,-0.5
0.5,0,1,-0.5
0.5,0,1,-0.5
0.5,0,1,-0.5
0.5,0,1,-0.5
0.5,0,1,-0.5
0.5,0,1,-0.5
0.5,0,1,-0.5
0.5,0,1,-0.5
0.5,0,1,-0.5
0.5,0,1,-0.5
0.5,0,1,-0.5
0.5,0,1,-0.5
0.5,0,1,-0.5
0.5,0,1,-0.5
0.5,0,1,-0.5
0.5,0,1,-0.5
0.5,0,1,-0.5
0.5,0,1,-0.5
0.5,0,1,-0.5
0.5,0,1,-0.5
0.5,0,1,-0.5
0.5,0,1,-0.5
0.5,0,1,-0.5
0.5,0,1,-0.5
0.5,0,1,-0.5
0.5,0,1,-0.5
0.5,0,1,-0.5
0.5,0,1,-0.5
0.5,0,1,-0.5
0.5,0,1,-0.5
0.5,0,1,-0.5
0.5,0,1,-0.5
0.5,0,1,-0.5
0.5,0,1,-0.5
0.5,0,1,-0.5
0.5,0,1,-0.5
0.5,0,1,-0.5
0.5,0,1,-0.5
0.5,0,1,-0.5
0.5,0,1,-0.5
0.5,0,1,-0.5
0.5,0,1,-0.5
0.841007,-0.0852649,0.520066,-0.13729
0.841007,-0.0852649,0.520066,-0.13729
0.841007,-0.0852649,0.520066,-0.13729
0.841007,-0.0852649,0.520066,-0.13729
0.841007,-0.0852649,0.520066,-0.13729
0.936733,-0.327049,0.267811,-0.19268
0.936733,-0.327049,0.267811,-0.19268
0.936733,-0.327049,0.267811,-0.19268
0.987596,-0.828623,0.0577616,-0.170495
0.987596,-0.828623,0.0577616,-0.170495
0.987596,-0.828623,0.0577616,-0.170495
0.988571,0.469465,0.0199347,-0.489086
0.988571,0.469465,0.0199347,-0.489086
0.969395,-0.333748,0.089095,-0.233127
0.970745,-0.514332,0.0739166,-0.446805
0.966698,0.0644669,0.0439257,-0.746694
0.966698,0.0644669,0.0439257,-0.746694
0.966698,0.0644669,0.0439257,-0.746694
0.966698,0.0644669,0.0439257,-0.746694
0.966698,0.0644669,0.0439257,-0.746694
0.966698,0.0644669,0.0439257,-0.746694
0.966698,0.0644669,0.0439257,-0.746694
0.966698,0.0644669,0.0439257,-0.746694
0.91079,0.237183,0.16828,-0.766394
0.91079,0.237183,0.16828,-0.766394
0.91079,0.237183,0.16828,-0.766394
0.91079,0.237183,0.16828,-0.766394
0.91079,0.237183,0.16828,-0.766394
0.91079,0.237183,0.16828,-0.766394
0.91079,0.237183,0.16828,-0.766394
0.91079,0.237183,0.16828,-0.766394
0.91079,0.237183,0.16828,-0.766394
0.91079,0.237183,0.16828,-0.766394
0.91079,0.237183,0.16828,-0.766394
0.91079,0.237183,0.16828,-0.766394
0.91079,0.237183,0.16828,-0.766394
0.91079,0.237183,0.16828,-0.766394
0.91079,0.237183,0.16828,-0.766394
0.91079,0.237183,0.16828,-0.766394
0.91079,0.237183,0.16828,-0.766394
0.91079,0.237183,0.16828,-0.766394
0.91079,0.237183,0.16828,-0.766394
0.91079,0.237183,0.16828,-0.766394
0.91079,0.237183,0.16828,-0.766394
0.91079,0.237183,0.16828,-0.766394
0.91079,0.237183,0.16828,-0.766394
0.91079,0.237183,0.16828,-0.766394
0.91079,0.237183,0.16828,-0.766394
0.91079,0.237183,0.16828,-0.766394
0.91079,0.237183,0.16828,-0.766394
0.91079,0.237183,0.16828,-0.766394
0.91079,0.237183,0.16828,-0.766394
0.91079,0.237183,0.16828,-0.766394
